unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year,is_annual_total,source_pdf
Rajshahi Range,5.0,19,17,2,0.0,212,3,1,7,68,634,13,21,457,27,518,1486.0,October,2024,False,crime-statistics-2024.pdf
Rangpur Range,3.0,7,14,3,0.0,177,6,0,17,75,725,2,0,367,6,375,1402.0,October,2024,False,crime-statistics-2024.pdf
Railway Range,0.0,5,1,0,0.0,0,0,0,0,17,11,0,0,22,0,22,56.0,October,2024,False,crime-statistics-2024.pdf
Total,68.0,157,249,93,5.0,1560,96,34,248,722,6318,120,86,3272,237,3715,13265.0,October,2024,False,crime-statistics-2024.pdf
DMP,2.0,27,13,15,10.0,115,17,6,39,125,516,6,0,421,12,439,1324.0,November,2024,False,crime-statistics-2024.pdf
CMP,2.0,10,2,7,0.0,25,5,12,16,36,138,8,1,112,2,123,376.0,November,2024,False,crime-statistics-2024.pdf
KMP,1.0,2,4,1,0.0,23,0,1,5,13,36,5,0,61,1,67,153.0,November,2024,False,crime-statistics-2024.pdf
RMP,0.0,2,0,1,0.0,22,2,0,4,8,52,0,3,64,0,67,158.0,November,2024,False,crime-statistics-2024.pdf
BMP,0.0,0,0,0,0.0,14,2,0,4,7,53,1,1,36,0,38,118.0,November,2024,False,crime-statistics-2024.pdf
SMP,1.0,1,1,8,0.0,4,2,2,6,13,62,0,9,21,20,50,150.0,November,2024,False,crime-statistics-2024.pdf
RPMP,0.0,1,0,0,0.0,7,2,0,0,8,43,0,0,17,1,18,79.0,November,2024,False,crime-statistics-2024.pdf
GMP,0.0,3,3,0,0.0,21,6,1,2,15,66,3,0,85,1,89,206.0,November,2024,False,crime-statistics-2024.pdf
Dhaka Range,16.0,23,56,8,0.0,217,9,4,44,86,1098,20,6,641,4,671,2232.0,November,2024,False,crime-statistics-2024.pdf
Mymensingh Range,1.0,3,11,6,0.0,115,5,1,6,37,387,7,2,163,39,211,783.0,November,2024,False,crime-statistics-2024.pdf
Chittagong Range,9.0,27,32,15,0.0,174,5,9,37,90,1074,40,10,718,31,799,2271.0,November,2024,False,crime-statistics-2024.pdf
Sylhet Range,2.0,6,16,4,0.0,75,0,4,7,42,422,3,0,123,46,172,750.0,November,2024,False,crime-statistics-2024.pdf
Khulna Range,3.0,10,22,8,0.0,134,3,5,17,77,634,31,2,416,16,465,1378.0,November,2024,False,crime-statistics-2024.pdf
Barishal Range,4.0,6,8,14,1.0,152,2,2,29,31,424,11,2,135,0,148,821.0,November,2024,False,crime-statistics-2024.pdf
Rajshahi Range,5.0,4,27,1,0.0,179,2,1,7,68,721,21,18,521,12,572,1587.0,November,2024,False,crime-statistics-2024.pdf
Rangpur Range,1.0,4,16,3,0.0,175,5,1,8,54,694,3,2,405,5,415,1376.0,November,2024,False,crime-statistics-2024.pdf
Railway Range,0.0,4,0,0,0.0,0,0,0,0,6,12,0,0,39,4,43,65.0,November,2024,False,crime-statistics-2024.pdf
Total,47.0,133,211,91,11.0,1452,67,49,231,716,6432,159,56,3978,194,4387,13827.0,November,2024,False,crime-statistics-2024.pdf
DMP,9.0,39,24,19,9.0,131,17,8,60,131,584,9,9,529,7,554,1585.0,December,2024,False,crime-statistics-2024.pdf
CMP,2.0,6,4,8,0.0,25,3,1,11,26,124,3,0,121,4,128,338.0,December,2024,False,crime-statistics-2024.pdf
KMP,0.0,3,2,0,0.0,10,2,1,4,8,38,4,0,70,1,75,143.0,December,2024,False,crime-statistics-2024.pdf
RMP,0.0,3,1,0,0.0,12,2,1,4,6,55,1,2,90,0,93,177.0,December,2024,False,crime-statistics-2024.pdf
BMP,1.0,1,1,0,0.0,11,2,0,3,8,58,0,0,33,0,33,118.0,December,2024,False,crime-statistics-2024.pdf
SMP,1.0,3,2,7,0.0,11,2,2,2,7,63,0,2,32,15,49,149.0,December,2024,False,crime-statistics-2024.pdf
RPMP,1.0,2,0,0,0.0,3,2,0,0,10,36,0,0,24,0,24,78.0,December,2024,False,crime-statistics-2024.pdf
GMP,1.0,2,3,0,0.0,20,1,1,2,8,81,1,0,74,1,76,195.0,December,2024,False,crime-statistics-2024.pdf
Dhaka Range,23.0,22,45,9,0.0,187,8,9,42,93,967,17,6,636,4,663,2068.0,December,2024,False,crime-statistics-2024.pdf
Mymensingh Range,1.0,6,16,13,0.0,81,4,0,9,33,418,5,1,192,54,252,833.0,December,2024,False,crime-statistics-2024.pdf
Chittagong Range,16.0,26,32,10,0.0,159,13,9,39,102,1030,25,2,685,22,734,2170.0,December,2024,False,crime-statistics-2024.pdf
Sylhet Range,4.0,5,16,4,0.0,56,3,2,7,38,400,2,0,98,39,139,674.0,December,2024,False,crime-statistics-2024.pdf
Khulna Range,4.0,14,19,4,0.0,125,2,5,13,78,599,16,2,430,14,462,1325.0,December,2024,False,crime-statistics-2024.pdf
Barishal Range,3.0,5,4,13,0.0,96,2,1,21,36,431,5,1,124,0,130,742.0,December,2024,False,crime-statistics-2024.pdf
Rajshahi Range,4.0,11,23,3,0.0,132,4,3,5,74,693,13,12,520,11,556,1508.0,December,2024,False,crime-statistics-2024.pdf
Rangpur Range,1.0,7,12,0,0.0,146,7,1,15,59,750,4,1,453,9,467,1465.0,December,2024,False,crime-statistics-2024.pdf
Railway Range,0.0,4,0,0,0.0,0,0,0,0,12,12,0,0,26,0,26,54.0,December,2024,False,crime-statistics-2024.pdf
Total,71.0,159,204,90,9.0,1205,74,44,237,729,6339,105,38,4137,181,4461,13622.0,December,2024,False,crime-statistics-2024.pdf
DMP,41.0,248,339,231,83.0,1460,132,95,607,1568,6483,78,51,6407,141,6677,17964.0,January-December,2024,True,crime-statistics-2024.pdf
CMP,11.0,98,90,76,12.0,399,40,40,149,349,1766,31,5,1555,38,1629,4659.0,January-December,2024,True,crime-statistics-2024.pdf
KMP,4.0,17,24,7,0.0,179,11,9,47,127,477,24,3,1108,8,1143,2045.0,January-December,2024,True,crime-statistics-2024.pdf
RMP,2.0,32,16,9,1.0,190,14,16,44,120,666,6,45,1215,6,1272,2382.0,January-December,2024,True,crime-statistics-2024.pdf
BMP,2.0,7,15,17,2.0,174,8,10,65,81,687,3,4,467,3,477,1545.0,January-December,2024,True,crime-statistics-2024.pdf
SMP,7.0,10,24,75,0.0,161,11,23,59,95,723,5,37,356,168,566,1754.0,January-December,2024,True,crime-statistics-2024.pdf
RPMP,1.0,14,10,5,0.0,79,36,2,0,91,525,5,0,444,3,452,1215.0,January-December,2024,True,crime-statistics-2024.pdf
GMP,23.0,46,89,13,0.0,319,31,22,61,125,971,10,9,906,7,932,2632.0,January-December,2024,True,crime-statistics-2024.pdf
Dhaka Range,178.0,273,803,177,2.0,2928,86,130,464,1084,12672,136,77,8157,31,8401,27198.0,January-December,2024,True,crime-statistics-2024.pdf
Mymensingh Range,6.0,42,228,72,0.0,1332,32,27,68,485,5216,28,10,2398,416,2852,10360.0,January-December,2024,True,crime-statistics-2024.pdf
Chittagong Range,89.0,263,570,112,19.0,1957,88,104,419,1169,12186,517,85,7580,282,8464,25440.0,January-December,2024,True,crime-statistics-2024.pdf
Sylhet Range,30.0,49,210,59,0.0,666,15,40,83,537,4414,16,5,1185,489,1695,7798.0,January-December,2024,True,crime-statistics-2024.pdf
Khulna Range,21.0,90,296,101,4.0,1555,33,40,179,767,7987,159,56,5670,126,6011,17084.0,January-December,2024,True,crime-statistics-2024.pdf
Barishal Range,32.0,30,133,164,2.0,1711,17,17,180,329,5329,40,30,1707,3,1780,9724.0,January-December,2024,True,crime-statistics-2024.pdf
Rajshahi Range,24.0,119,343,70,0.0,2254,41,45,80,861,9103,306,190,8619,282,9397,22337.0,January-December,2024,True,crime-statistics-2024.pdf
Rangpur Range,17.0,48,230,36,0.0,2200,47,23,150,719,8928,18,4,4731,74,4827,17225.0,January-December,2024,True,crime-statistics-2024.pdf
Railway Range,2.0,26,12,2,0.0,7,0,0,0,148,221,6,0,212,7,225,643.0,January-December,2024,True,crime-statistics-2024.pdf
Total,490.0,1412,3432,1226,125.0,17571,642,643,2655,8655,78354,1388,611,52717,2084,56800,172005.0,January-December,2024,True,crime-statistics-2024.pdf
DMP,0.0,19,9,23,1.0,122,4,4,42,122,540,7,12,1303,10,1332,2218.0,January,2023,False,crime-statistics-2023.pdf
CMP,1.0,10,5,2,0.0,29,3,6,11,29,117,1,2,233,2,238,451.0,January,2023,False,crime-statistics-2023.pdf
KMP,1.0,0,1,0,0.0,24,1,0,2,6,30,2,0,87,1,90,155.0,January,2023,False,crime-statistics-2023.pdf
RMP,0.0,5,2,0,0.0,16,1,0,2,8,49,1,5,172,0,178,261.0,January,2023,False,crime-statistics-2023.pdf
BMP,1.0,0,0,0,0.0,15,0,1,5,13,38,0,0,74,0,74,147.0,January,2023,False,crime-statistics-2023.pdf
SMP,0.0,2,0,5,0.0,10,0,0,3,11,55,0,0,47,17,64,150.0,January,2023,False,crime-statistics-2023.pdf
RPMP,0.0,0,0,0,0.0,12,0,0,0,18,46,1,0,29,0,30,106.0,January,2023,False,crime-statistics-2023.pdf
GMP,1.0,2,4,4,0.0,26,2,3,1,6,76,1,1,78,0,80,205.0,January,2023,False,crime-statistics-2023.pdf
Dhaka Range,12.0,25,48,21,0.0,221,5,9,30,117,879,17,0,961,8,986,2353.0,January,2023,False,crime-statistics-2023.pdf
Mymensingh Range,0.0,2,14,7,0.0,108,1,0,7,44,478,3,7,300,37,347,1008.0,January,2023,False,crime-statistics-2023.pdf
Chittagong Range,6.0,16,43,5,0.0,134,6,8,36,100,693,37,2,1082,50,1171,2218.0,January,2023,False,crime-statistics-2023.pdf
Sylhet Range,0.0,5,15,5,0.0,45,0,3,1,51,334,0,1,190,36,227,686.0,January,2023,False,crime-statistics-2023.pdf
Khulna Range,3.0,4,15,4,0.0,121,2,0,10,76,587,6,1,686,18,711,1533.0,January,2023,False,crime-statistics-2023.pdf
Barishal Range,2.0,2,13,3,0.0,78,1,2,8,26,326,2,0,248,1,251,712.0,January,2023,False,crime-statistics-2023.pdf
Rajshahi Range,0.0,11,22,4,0.0,146,2,0,12,78,582,29,0,1062,30,1121,1978.0,January,2023,False,crime-statistics-2023.pdf
Rangpur Range,0.0,3,23,1,0.0,157,3,0,21,64,695,0,0,389,11,400,1367.0,January,2023,False,crime-statistics-2023.pdf
Railway Range,0.0,1,0,0,0.0,1,0,0,0,15,9,3,0,27,3,33,59.0,January,2023,False,crime-statistics-2023.pdf
Total,27.0,107,214,84,1.0,1265,31,36,191,784,5534,110,31,6968,224,7333,15607.0,January,2023,False,crime-statistics-2023.pdf
DMP,2.0,15,18,9,0.0,126,2,6,46,108,620,10,10,1139,8,1167,2119.0,February,2023,False,crime-statistics-2023.pdf
CMP,0.0,4,6,7,0.0,39,1,3,5,23,127,0,1,235,2,238,453.0,February,2023,False,crime-statistics-2023.pdf
KMP,0.0,1,0,0,0.0,17,0,1,2,3,32,1,1,60,0,62,118.0,February,2023,False,crime-statistics-2023.pdf
RMP,0.0,2,2,0,0.0,19,3,0,2,9,54,1,5,134,0,140,231.0,February,2023,False,crime-statistics-2023.pdf
BMP,1.0,0,2,0,0.0,16,1,0,5,2,37,0,0,69,0,69,133.0,February,2023,False,crime-statistics-2023.pdf
SMP,0.0,0,3,9,0.0,11,0,3,2,14,54,0,0,50,6,56,152.0,February,2023,False,crime-statistics-2023.pdf
RPMP,0.0,0,0,1,0.0,13,0,0,0,8,53,0,0,32,0,32,107.0,February,2023,False,crime-statistics-2023.pdf
GMP,2.0,7,4,4,0.0,32,1,2,3,13,88,0,1,96,2,99,255.0,February,2023,False,crime-statistics-2023.pdf
Dhaka Range,9.0,21,45,17,0.0,235,5,13,29,115,917,13,3,935,3,954,2360.0,February,2023,False,crime-statistics-2023.pdf
Mymensingh Range,0.0,2,16,6,0.0,98,4,4,4,35,543,2,5,290,33,330,1042.0,February,2023,False,crime-statistics-2023.pdf
Chittagong Range,3.0,12,45,10,0.0,142,3,9,32,96,796,36,2,920,26,984,2132.0,February,2023,False,crime-statistics-2023.pdf
Sylhet Range,1.0,4,8,5,0.0,56,2,4,3,48,309,1,0,147,37,185,625.0,February,2023,False,crime-statistics-2023.pdf
Khulna Range,1.0,10,16,19,0.0,109,2,4,13,72,575,17,14,676,24,731,1552.0,February,2023,False,crime-statistics-2023.pdf
Barishal Range,1.0,2,8,2,0.0,65,0,1,9,15,313,2,2,204,1,209,625.0,February,2023,False,crime-statistics-2023.pdf
Rajshahi Range,1.0,10,25,3,0.0,150,0,3,5,73,659,23,5,996,36,1060,1989.0,February,2023,False,crime-statistics-2023.pdf
Rangpur Range,0.0,2,22,3,0.0,166,2,3,8,72,675,0,0,374,10,384,1337.0,February,2023,False,crime-statistics-2023.pdf
Railway Range,0.0,5,2,0,0.0,1,0,0,0,19,21,3,0,22,2,27,75.0,February,2023,False,crime-statistics-2023.pdf
Total,21.0,97,222,95,0.0,1295,26,56,168,725,5873,109,49,6379,190,6727,15305.0,February,2023,False,crime-statistics-2023.pdf
DMP,4.0,14,12,12,0.0,146,2,7,34,126,656,8,8,1233,13,1262,2275.0,March,2023,False,crime-statistics-2023.pdf
CMP,0.0,12,4,12,0.0,57,3,0,13,35,159,4,0,226,3,233,528.0,March,2023,False,crime-statistics-2023.pdf
KMP,0.0,1,1,0,0.0,23,0,0,5,11,31,1,1,76,2,80,152.0,March,2023,False,crime-statistics-2023.pdf
RMP,0.0,7,1,0,0.0,16,1,1,2,11,53,2,3,110,0,115,207.0,March,2023,False,crime-statistics-2023.pdf
BMP,0.0,3,1,2,0.0,13,0,0,4,7,47,1,0,74,1,76,153.0,March,2023,False,crime-statistics-2023.pdf
SMP,0.0,3,2,11,0.0,19,0,1,7,19,66,0,0,42,11,53,181.0,March,2023,False,crime-statistics-2023.pdf
RPMP,0.0,0,0,2,0.0,14,0,0,0,12,53,0,0,30,0,30,111.0,March,2023,False,crime-statistics-2023.pdf
GMP,2.0,1,8,3,0.0,23,3,3,1,4,75,0,1,85,2,88,211.0,March,2023,False,crime-statistics-2023.pdf
Dhaka Range,12.0,22,54,18,0.0,293,2,9,38,118,1113,24,0,1041,3,1068,2747.0,March,2023,False,crime-statistics-2023.pdf
Mymensingh Range,1.0,1,20,4,0.0,144,4,1,3,42,526,1,3,313,25,342,1088.0,March,2023,False,crime-statistics-2023.pdf
Chittagong Range,4.0,21,54,10,0.0,170,11,6,24,63,927,38,1,1081,55,1175,2465.0,March,2023,False,crime-statistics-2023.pdf
Sylhet Range,2.0,2,21,1,0.0,53,2,2,7,66,418,1,0,180,24,205,779.0,March,2023,False,crime-statistics-2023.pdf
Khulna Range,1.0,7,22,12,0.0,168,2,3,16,83,738,7,1,705,17,730,1782.0,March,2023,False,crime-statistics-2023.pdf
Barishal Range,1.0,3,13,4,0.0,92,0,5,10,34,364,1,0,201,0,202,728.0,March,2023,False,crime-statistics-2023.pdf
Rajshahi Range,2.0,9,26,6,0.0,209,2,3,10,90,684,37,4,1133,51,1225,2266.0,March,2023,False,crime-statistics-2023.pdf
Rangpur Range,1.0,4,27,2,0.0,212,5,6,11,59,760,2,7,424,7,440,1527.0,March,2023,False,crime-statistics-2023.pdf
Railway Range,0.0,1,2,0,0.0,0,1,0,0,17,15,1,0,22,3,26,62.0,March,2023,False,crime-statistics-2023.pdf
Total,30.0,111,268,99,0.0,1652,38,47,185,797,6685,128,29,6976,217,7350,17262.0,March,2023,False,crime-statistics-2023.pdf
DMP,4.0,13,12,11,0.0,133,9,5,54,130,527,2,6,969,13,990,1888.0,April,2023,False,crime-statistics-2023.pdf
CMP,0.0,10,5,12,0.0,50,4,0,15,36,175,2,1,208,5,216,523.0,April,2023,False,crime-statistics-2023.pdf
KMP,0.0,1,2,0,0.0,24,0,0,5,5,33,0,0,58,0,58,128.0,April,2023,False,crime-statistics-2023.pdf
RMP,0.0,4,1,0,0.0,25,0,4,3,5,43,1,0,94,1,96,181.0,April,2023,False,crime-statistics-2023.pdf
BMP,0.0,0,3,0,0.0,15,0,0,4,5,48,0,0,68,0,68,143.0,April,2023,False,crime-statistics-2023.pdf
SMP,0.0,0,1,14,0.0,19,0,1,5,16,87,0,0,49,9,58,201.0,April,2023,False,crime-statistics-2023.pdf
RPMP,0.0,0,2,3,0.0,7,0,1,0,10,51,0,0,24,0,24,98.0,April,2023,False,crime-statistics-2023.pdf
GMP,1.0,5,7,0,0.0,21,2,1,0,9,70,1,1,76,0,78,194.0,April,2023,False,crime-statistics-2023.pdf
Dhaka Range,6.0,35,68,27,0.0,276,4,7,23,113,1208,22,1,949,5,977,2744.0,April,2023,False,crime-statistics-2023.pdf
Mymensingh Range,0.0,3,25,10,0.0,103,2,0,3,44,684,4,3,291,35,333,1207.0,April,2023,False,crime-statistics-2023.pdf
Chittagong Range,4.0,18,56,6,0.0,165,3,8,31,77,1064,49,1,908,36,994,2426.0,April,2023,False,crime-statistics-2023.pdf
Sylhet Range,0.0,6,33,1,0.0,53,2,4,1,59,493,1,0,152,17,170,822.0,April,2023,False,crime-statistics-2023.pdf
Khulna Range,3.0,9,22,8,0.0,122,5,1,12,94,745,5,3,610,20,638,1659.0,April,2023,False,crime-statistics-2023.pdf
Barishal Range,1.0,2,10,1,0.0,72,2,4,6,21,435,1,1,191,0,193,747.0,April,2023,False,crime-statistics-2023.pdf
Rajshahi Range,1.0,10,28,13,0.0,166,3,1,7,74,786,30,6,889,29,954,2043.0,April,2023,False,crime-statistics-2023.pdf
Rangpur Range,0.0,0,21,3,0.0,197,3,2,14,67,880,0,0,403,9,412,1599.0,April,2023,False,crime-statistics-2023.pdf
Railway Range,0.0,2,0,0,0.0,0,0,0,0,11,8,1,0,18,1,20,41.0,April,2023,False,crime-statistics-2023.pdf
Total,20.0,118,296,109,0.0,1448,39,39,183,776,7337,119,23,5957,180,6279,16644.0,April,2023,False,crime-statistics-2023.pdf
DMP,4.0,11,9,15,3.0,158,6,6,45,124,682,4,11,1155,9,1179,2242.0,May,2023,False,crime-statistics-2023.pdf
CMP,1.0,12,4,8,0.0,56,2,3,11,41,156,4,0,227,4,235,529.0,May,2023,False,crime-statistics-2023.pdf
KMP,1.0,0,0,2,0.0,32,0,0,8,9,35,0,0,61,0,61,148.0,May,2023,False,crime-statistics-2023.pdf
RMP,0.0,6,0,0,0.0,15,1,5,4,8,63,2,10,118,0,130,232.0,May,2023,False,crime-statistics-2023.pdf
BMP,1.0,0,1,1,0.0,21,0,0,5,7,47,0,1,66,0,67,150.0,May,2023,False,crime-statistics-2023.pdf
SMP,0.0,1,0,12,0.0,28,1,3,3,19,78,1,0,49,12,62,207.0,May,2023,False,crime-statistics-2023.pdf
RPMP,0.0,0,3,1,0.0,9,0,0,0,11,46,0,0,32,0,32,102.0,May,2023,False,crime-statistics-2023.pdf
GMP,0.0,2,9,0,0.0,17,0,0,3,4,50,0,0,61,0,61,146.0,May,2023,False,crime-statistics-2023.pdf
Dhaka Range,13.0,17,67,16,0.0,366,10,11,34,99,1164,26,2,1122,1,1151,2948.0,May,2023,False,crime-statistics-2023.pdf
Mymensingh Range,0.0,2,14,10,0.0,153,8,0,6,57,615,3,8,340,23,374,1239.0,May,2023,False,crime-statistics-2023.pdf
Chittagong Range,6.0,19,42,7,0.0,214,12,12,34,89,1104,45,1,1052,37,1135,2674.0,May,2023,False,crime-statistics-2023.pdf
Sylhet Range,1.0,2,15,3,0.0,84,0,1,4,57,434,2,0,178,38,218,819.0,May,2023,False,crime-statistics-2023.pdf
Khulna Range,1.0,7,25,9,0.0,170,4,1,16,83,756,7,2,683,17,709,1781.0,May,2023,False,crime-statistics-2023.pdf
Barishal Range,1.0,2,13,1,0.0,109,0,3,8,28,446,5,0,242,0,247,858.0,May,2023,False,crime-statistics-2023.pdf
Rajshahi Range,3.0,12,23,10,0.0,227,2,5,6,83,738,50,5,999,34,1088,2197.0,May,2023,False,crime-statistics-2023.pdf
Rangpur Range,3.0,1,21,2,0.0,207,3,5,9,73,867,2,0,420,10,432,1623.0,May,2023,False,crime-statistics-2023.pdf
Railway Range,0.0,1,0,2,0.0,1,0,0,0,15,6,0,0,22,1,23,48.0,May,2023,False,crime-statistics-2023.pdf
Total,35.0,95,246,99,3.0,1867,49,55,196,807,7287,151,40,6827,186,7204,17943.0,May,2023,False,crime-statistics-2023.pdf
DMP,4.0,25,24,16,0.0,136,7,8,36,134,627,3,3,1066,6,1078,2095.0,June,2023,False,crime-statistics-2023.pdf
CMP,0.0,9,5,8,0.0,40,1,0,15,36,147,2,0,202,6,210,471.0,June,2023,False,crime-statistics-2023.pdf
KMP,0.0,2,2,1,0.0,26,0,0,6,7,34,0,0,45,0,45,123.0,June,2023,False,crime-statistics-2023.pdf
RMP,0.0,1,1,0,0.0,16,2,0,3,3,44,1,0,51,1,53,123.0,June,2023,False,crime-statistics-2023.pdf
BMP,0.0,0,2,1,0.0,11,0,0,5,5,47,0,0,53,0,53,124.0,June,2023,False,crime-statistics-2023.pdf
SMP,0.0,0,5,13,0.0,13,0,3,4,10,67,0,0,32,3,35,150.0,June,2023,False,crime-statistics-2023.pdf
RPMP,0.0,0,0,0,0.0,13,0,0,0,8,44,0,0,32,1,33,98.0,June,2023,False,crime-statistics-2023.pdf
GMP,1.0,3,10,0,0.0,22,3,1,2,7,94,1,0,81,1,83,226.0,June,2023,False,crime-statistics-2023.pdf
Dhaka Range,11.0,24,54,22,0.0,334,10,5,35,136,1075,10,0,970,6,986,2692.0,June,2023,False,crime-statistics-2023.pdf
Mymensingh Range,0.0,-1,11,8,0.0,174,1,2,8,48,497,0,4,303,42,349,1099.0,June,2023,False,crime-statistics-2023.pdf
Chittagong Range,2.0,16,60,7,0.0,184,9,9,32,94,1027,36,3,975,32,1046,2486.0,June,2023,False,crime-statistics-2023.pdf
Sylhet Range,0.0,0,17,5,0.0,67,1,4,3,63,363,0,0,116,29,145,668.0,June,2023,False,crime-statistics-2023.pdf
Khulna Range,5.0,5,26,8,0.0,197,2,4,13,80,735,12,2,689,14,717,1792.0,June,2023,False,crime-statistics-2023.pdf
Barishal Range,1.0,3,3,4,0.0,138,0,2,11,33,360,2,1,204,0,207,762.0,June,2023,False,crime-statistics-2023.pdf
Rajshahi Range,1.0,9,26,8,0.0,208,4,2,4,74,777,28,5,935,37,1005,2118.0,June,2023,False,crime-statistics-2023.pdf
Rangpur Range,2.0,6,25,3,0.0,251,1,2,16,77,793,1,0,329,9,339,1515.0,June,2023,False,crime-statistics-2023.pdf
Railway Range,0.0,1,1,0,0.0,0,0,0,0,16,13,1,0,12,0,13,44.0,June,2023,False,crime-statistics-2023.pdf
